id,text,STOPWORD,Cleaned,sentiment,VaderScore
7.94E+17,koi sharam hoti hay koi haya hoti hay imran khan maye dono nahi hien ,koi sharam hoti hay koi haya hoti hay imran khan maye dono nahi hien,koi sharam hoti hay koi haya hoti hay imran khan maye dono nahi hien,neutral,neutral
7.94E+17,honey ,honey,honey,neutral,neutral
7.94E+17,woh carore kaha gya jo imran khan ap ny dharny nam py ektha kya thaa pictwittercommuxtfmwant,woh carore kaha gya jo imran khan ap ny dharny nam py ektha kya thaa pictwittercommuxtfmwant,woh carore kaha gya jo imran khan ap ny dharny nam py ektha kya thaa pictwittercommuxtfmwant,neutral,neutral
7.94E+17, ,,,neutral,neutral
7.93E+17, pictwittercomrgqbsxyfqw,pictwittercomrgqbsxyfqw,pictwittercomrgqbsxyfqw,neutral,neutral
7.93E+17, ,,,neutral,neutral
7.93E+17,burning vehicles government buildingsassets and beating police is the real picture of ptis democratic rights,burning vehicles government buildingsassets beating police real picture ptis democratic rights,burning vehicles government buildingsassets beating police real picture ptis democratic rights,positive,negative
7.93E+17, emoji grinning face,emoji grinning face,emoji grinning face,neutral,positive
7.93E+17, ,,,neutral,neutral
7.93E+17, ,,,neutral,neutral
7.93E+17, pictwittercomrjiqpjx,pictwittercomrjiqpjx,pictwittercomrjiqpjx,neutral,neutral
7.93E+17, pictwittercomptfleuum,pictwittercomptfleuum,pictwittercomptfleuum,neutral,neutral
7.93E+17, ,,,neutral,neutral
7.92E+17,bag sheeday bag pictwittercomcsjocycs,bag sheeday bag pictwittercomcsjocycs,bag sheeday bag pictwittercomcsjocycs,neutral,neutral
7.92E+17, ,,,neutral,neutral
7.92E+17, pictwittercomruwjawpht,pictwittercomruwjawpht,pictwittercomruwjawpht,neutral,neutral
7.92E+17, emoji grinning face pictwittercomuspypfekqj,emoji grinning face pictwittercomuspypfekqj,emoji grinning face pictwittercomuspypfekqj,neutral,positive
7.92E+17, ,,,neutral,neutral
7.92E+17,prime ministers laptop distribution ceremony at national textile university faisalabad pictwittercomhvrsbgijeo,prime ministers laptop distribution ceremony national textile university faisalabad pictwittercomhvrsbgijeo,prime ministers laptop distribution ceremony national textile university faisalabad pictwittercomhvrsbgijeo,neutral,neutral
7.92E+17,sheikh rasheed chamchay pakistan nawaz sharif sb ka musahraf ka hun ron wali party imran khan ka koisharmkoihaya pictwittercomaonomti,sheikh rasheed chamchay pakistan nawaz sharif sb ka musahraf ka hun ron wali party imran khan ka koisharmkoihaya pictwittercomaonomti,sheikh rasheed chamchay pakistan nawaz sharif sb ka musahraf ka hun ron wali party imran khan ka koisharmkoihaya pictwittercomaonomti,neutral,positive
7.92E+17,alhumdolillah pm nawaz sharif has brought stability to pakistan pictwittercomyeukbvuwc,alhumdolillah pm nawaz sharif brought stability pakistan pictwittercomyeukbvuwc,alhumdolillah pm nawaz sharif brought stability pakistan pictwittercomyeukbvuwc,neutral,neutral
7.92E+17, ,,,neutral,neutral
7.92E+17, ,,,neutral,neutral
7.92E+17,kis dur mein tu sohail zia butt ka chamcha thaa tujhe yad ho na yad pictwittercomsrughidl,kis dur mein tu sohail zia butt ka chamcha thaa tujhe yad ho na yad pictwittercomsrughidl,kis dur mein tu sohail zia butt ka chamcha thaa tujhe yad ho na yad pictwittercomsrughidl,neutral,neutral
7.92E+17,hahahahahahhhahahahahahahaha ,hahahahahahhhahahahahahahaha,hahahahahahhhahahahahahahaha,neutral,neutral
7.92E+17,yae moun or masoor ki daal sh rasheed aik funni kharabi ka naam hay ,yae moun masoor ki daal sh rasheed aik funni kharabi ka naam hay,yae moun masoor ki daal sh rasheed aik funni kharabi ka naam hay,neutral,neutral
7.92E+17,sheikhu jub banazir shaheed ko yellow cap kaha tu us nay under band ker kaisi band ke theiii phir bandaro ke tarah rotay thay ,sheikhu jub banazir shaheed ko yellow cap kaha tu us nay band ker kaisi band ke theiii phir bandaro ke tarah rotay thay,sheikhu jub banazir shaheed ko yellow cap kaha tu us nay band ker kaisi band ke theiii phir bandaro ke tarah rotay thay,neutral,neutral
7.92E+17,sheikh rasheed tum apni sath wali dukan nhi band kerwa saktay rawalpindi city tu bohat bohat duur bat hy,sheikh rasheed tum apni sath wali dukan nhi band kerwa saktay rawalpindi city tu bohat bohat duur bat hy,sheikh rasheed tum apni sath wali dukan nhi band kerwa saktay rawalpindi city tu bohat bohat duur bat hy,neutral,neutral
7.91E+17, ,,,neutral,neutral
7.91E+17,baysharm koi sharam hoti hay koi haya hoti hay pictwittercomuguxavubwj,baysharm koi sharam hoti hay koi haya hoti hay pictwittercomuguxavubwj,baysharm koi sharam hoti hay koi haya hoti hay pictwittercomuguxavubwj,neutral,neutral
7.91E+17, ,,,neutral,neutral
7.91E+17,is this the same bilawal who called ns modi ka jo yaar hey ghadar hey pictwittercomxqlddrdf,bilawal called ns modi ka jo yaar hey ghadar hey pictwittercomxqlddrdf,bilawal called ns modi ka jo yaar hey ghadar hey pictwittercomxqlddrdf,neutral,neutral
7.91E+17,ro tali ro,ro tali ro,ro tali ro,neutral,neutral
7.91E+17,name,name,name,neutral,neutral
7.90E+17, ,,,neutral,neutral
7.90E+17, ,,,neutral,neutral
7.90E+17, pictwittercomidjrnkfxk,pictwittercomidjrnkfxk,pictwittercomidjrnkfxk,neutral,neutral
7.90E+17, ,,,neutral,neutral
7.90E+17,attended mehfil naat sw at cc gulshan rafique na pictwittercomfmknuve,attended mehfil naat sw cc gulshan rafique na pictwittercomfmknuve,attended mehfil naat sw cc gulshan rafique na pictwittercomfmknuve,neutral,neutral
7.89E+17, ,,,neutral,neutral
7.89E+17, ,,,neutral,neutral
7.89E+17, ,,,neutral,neutral
7.89E+17, ,,,neutral,neutral
7.89E+17, ,,,neutral,neutral
7.89E+17,with each passing day ik seems to be the donald trump of pakistan politics,passing day ik seems donald trump pakistan politics,passing day ik seems donald trump pakistan politics,neutral,neutral
7.89E+17, ,,,neutral,neutral
7.89E+17, ,,,neutral,neutral
7.88E+17,its mystery whether party funds paid for these procedures or shaukat khanum funds since ik declares that he has hardly any income pictwittercomqyykvfor,mystery whether party funds paid procedures shaukat khanum funds since ik declares hardly income pictwittercomqyykvfor,mystery whether party funds paid procedures shaukat khanum funds since ik declares hardly income pictwittercomqyykvfor,negative,positive
7.88E+17,first it was hair transplant then liposuction no wonder he has no time to fix kp he is too busy fixing himself pictwittercomgogmkncvny,first hair transplant liposuction wonder time fix kp busy fixing pictwittercomgogmkncvny,first hair transplant liposuction wonder time fix kp busy fixing pictwittercomgogmkncvny,positive,negative
7.88E+17,picture clearly shows ik got liposuction done on his stomach before dharna pictwittercomklpfpvkf,picture clearly shows ik got liposuction done stomach dharna pictwittercomklpfpvkf,picture clearly shows ik got liposuction done stomach dharna pictwittercomklpfpvkf,positive,positive
7.88E+17, ,,,neutral,neutral
7.88E+17,congrats team pakistan ,congrats team pakistan,congrats team pakistan,neutral,positive
7.88E+17, pictwittercomsocwmrs,pictwittercomsocwmrs,pictwittercomsocwmrs,neutral,neutral
7.88E+17, ,,,neutral,neutral
7.88E+17, ,,,neutral,neutral
7.88E+17, ,,,neutral,neutral
7.87E+17, ,,,neutral,neutral
7.87E+17, pictwittercomzbgrprosj,pictwittercomzbgrprosj,pictwittercomzbgrprosj,neutral,neutral
7.87E+17, ,,,neutral,neutral
7.87E+17, ,,,neutral,neutral
7.86E+17, ,,,neutral,neutral
7.86E+17, ,,,neutral,neutral
7.86E+17,the commitment level of every person involved in security arrangement was highly commendable pictwittercombdaetzult,commitment level every person involved security arrangement highly commendable pictwittercombdaetzult,commitment level every person involved security arrangement highly commendable pictwittercombdaetzult,positive,positive
7.86E+17,pak armydist govt police deserve special applause appreciation for their rigorous and untiring efforts to provide fool proof security pictwittercomsjeljsofsu,pak armydist govt police deserve special applause appreciation rigorous untiring efforts provide fool proof security pictwittercomsjeljsofsu,pak armydist govt police deserve special applause appreciation rigorous untiring efforts provide fool proof security pictwittercomsjeljsofsu,positive,positive
7.86E+17, am thankful to almighty allah that all the rituals were performed peacefully pictwittercomgqhbbaeibi,thankful almighty allah rituals performed peacefully pictwittercomgqhbbaeibi,thankful almighty allah rituals performed peacefully pictwittercomgqhbbaeibi,positive,positive
7.86E+17,today visited clock tower to monitor routes of mohrram processioninspect security arrangement encourage vigilance of security forces pictwittercomaaqnolgel,today visited clock tower monitor routes mohrram processioninspect security arrangement encourage vigilance security forces pictwittercomaaqnolgel,today visited clock tower monitor routes mohrram processioninspect security arrangement encourage vigilance security forces pictwittercomaaqnolgel,neutral,positive
7.86E+17, ,,,neutral,neutral
7.86E+17,with concerted efforts of all concerned departments all available resources are being channelised to insure peace pictwittercomrpqdarb,concerted efforts concerned departments available resources channelised insure peace pictwittercomrpqdarb,concerted efforts concerned departments available resources channelised insure peace pictwittercomrpqdarb,positive,positive
7.86E+17,visited control rooms established at cpodco officesfaisalabad monitor security arrangemnts of selected routes of moharram processions pictwittercombqsyogaal,visited control rooms established cpodco officesfaisalabad monitor security arrangemnts selected routes moharram processions pictwittercombqsyogaal,visited control rooms established cpodco officesfaisalabad monitor security arrangemnts selected routes moharram processions pictwittercombqsyogaal,neutral,positive
7.86E+17, ,,,neutral,neutral
7.85E+17, ,,,neutral,neutral
7.85E+17,police other law enforcement agencies high alert taking all possible measures to insure fool proof security the moharram processions pictwittercomdnlwvslab,police law enforcement agencies high alert taking possible measures insure fool proof security moharram processions pictwittercomdnlwvslab,police law enforcement agencies high alert taking possible measures insure fool proof security moharram processions pictwittercomdnlwvslab,positive,positive
7.85E+17,also held meeting with convener of processionsthe local leaders of shitte community apprised them about security arrangements pictwittercomcguuqckn,also held meeting convener processionsthe local leaders shitte community apprised security arrangements pictwittercomcguuqckn,also held meeting convener processionsthe local leaders shitte community apprised security arrangements pictwittercomcguuqckn,neutral,positive
7.85E+17,to monitor the arrangements of security for moharram processions visited selected routes along with mpa mian tahir jameel cpo dco fsd pictwittercomggchimax,monitor arrangements security moharram processions visited selected routes along mpa mian tahir jameel cpo dco fsd pictwittercomggchimax,monitor arrangements security moharram processions visited selected routes along mpa mian tahir jameel cpo dco fsd pictwittercomggchimax,neutral,positive
7.85E+17, ,,,neutral,neutral
7.85E+17, ,,,neutral,neutral
7.85E+17, ,,,neutral,neutral
7.84E+17, ,,,neutral,neutral
7.84E+17, ,,,neutral,neutral
7.84E+17, ,,,neutral,neutral
7.84E+17,in joint session pakistanzindabad pictwittercomldpqvgbsjl,joint session pakistanzindabad pictwittercomldpqvgbsjl,joint session pakistanzindabad pictwittercomldpqvgbsjl,neutral,neutral
7.84E+17, pictwittercomhcrdmjl,pictwittercomhcrdmjl,pictwittercomhcrdmjl,neutral,neutral
7.84E+17, ,,,neutral,neutral
7.84E+17, ,,,neutral,neutral
7.83E+17, ,,,neutral,neutral
7.83E+17,there is no power plant shut because of non payments payments are being made regularlyplants on their scheduled annual maintenance cycle ,power plant shut non payments payments made regularlyplants scheduled annual maintenance cycle,power plant shut non payments payments made regularlyplants scheduled annual maintenance cycle,neutral,negative
7.83E+17, ,,,neutral,neutral
7.82E+17, ,,,neutral,neutral
7.82E+17,annual oath taking ceremony of jhung chamber of commerce pictwittercomxxpnedgl,annual oath taking ceremony jhung chamber commerce pictwittercomxxpnedgl,annual oath taking ceremony jhung chamber commerce pictwittercomxxpnedgl,neutral,neutral
7.82E+17, ,,,neutral,neutral
7.82E+17,pakistan army zindabad india murdabad pictwittercomzkqfjiuu,pakistan army zindabad india murdabad pictwittercomzkqfjiuu,pakistan army zindabad india murdabad pictwittercomzkqfjiuu,neutral,neutral
7.82E+17,the whole nation supports pakistan armywe salute martyrs for their unforgettable sacrifices in the defence of our beloved motherland pictwittercomzhdzoweixb,whole nation supports pakistan armywe salute martyrs unforgettable sacrifices defence beloved motherland pictwittercomzhdzoweixb,whole nation supports pakistan armywe salute martyrs unforgettable sacrifices defence beloved motherland pictwittercomzhdzoweixb,positive,positive
7.82E+17,the brave sons of pakistan soil are wellequipped and capable of providing solid defence against any wicked act of enemy pictwittercombvrozvjas,brave sons pakistan soil wellequipped capable providing solid defence wicked act enemy pictwittercombvrozvjas,brave sons pakistan soil wellequipped capable providing solid defence wicked act enemy pictwittercombvrozvjas,positive,neutral
7.82E+17,today laid floral wreath at the grave of nk imtiazshaheed who embraced shahdat bravely fighting against enemy at loc pictwittercomwpncllbmm,today laid floral wreath grave nk imtiazshaheed embraced shahdat bravely fighting enemy loc pictwittercomwpncllbmm,today laid floral wreath grave nk imtiazshaheed embraced shahdat bravely fighting enemy loc pictwittercomwpncllbmm,positive,negative
7.82E+17,tsunami coming from peshawar emoji grinning faceemoji grinning faceemoji grinning face pictwittercomgdrtbbxs,tsunami coming peshawar emoji grinning faceemoji grinning faceemoji grinning face pictwittercomgdrtbbxs,tsunami coming peshawar emoji grinning faceemoji grinning faceemoji grinning face pictwittercomgdrtbbxs,neutral,positive
7.82E+17, ,,,neutral,neutral
7.82E+17, ,,,neutral,neutral
